Incident_Id,Bias,Cluster
291227,Anti-Transgender,Gender Identity
291230,Anti-Jewish,Religion or Belief
291231,Anti-Gay (Male),Sexual Orientation
291232,"Anti-Multiple Races, Group",Racial or Ethnicity
291233,Anti-Gay (Male),Sexual Orientation
291234,Anti-Jewish,Religion or Belief
291235,Anti-White,Racial or Ethnicity
291236,Anti-Jewish,Religion or Belief
291237,Anti-Jewish,Religion or Belief
291239,Anti-Islamic (Muslim),Religion or Belief
291240,Anti-Jewish,Religion or Belief
291241,Anti-Gay (Male),Sexual Orientation
291242,Anti-Black or African American,Racial or Ethnicity
291243,Anti-Black or African American,Racial or Ethnicity
291244,Anti-Islamic (Muslim),Religion or Belief
291245,Anti-Jewish,Religion or Belief
291246,Anti-Jewish,Religion or Belief
291247,Anti-Jewish,Religion or Belief
291248,Anti-Asian,Racial or Ethnicity
291249,Anti-Black or African American,Racial or Ethnicity
291250,Anti-Jewish,Religion or Belief
291251,Anti-Jewish,Religion or Belief
291252,Anti-Black or African American,Racial or Ethnicity
291253,Anti-Islamic (Muslim),Religion or Belief
291254,Anti-Black or African American,Racial or Ethnicity
291255,Anti-Jewish,Religion or Belief
291256,Anti-Jewish,Religion or Belief
291257,Anti-Black or African American,Racial or Ethnicity
291259,Anti-Black or African American,Racial or Ethnicity
291260,Anti-Jewish,Religion or Belief
291261,Anti-Jewish,Religion or Belief
291263,Anti-Gay (Male),Sexual Orientation
291264,Anti-Black or African American,Racial or Ethnicity
291265,Anti-Jewish,Religion or Belief
385561,Anti-Jewish,Religion or Belief
385562,Anti-Jewish,Religion or Belief
385563,Anti-Jewish,Religion or Belief
385564,Anti-Jewish,Religion or Belief
385565,Anti-Black or African American,Racial or Ethnicity
385566,Anti-Catholic,Religion or Belief
385567,Anti-Jewish,Religion or Belief
385568,Anti-Jewish,Religion or Belief
385569,Anti-Jewish,Religion or Belief
385570,Anti-Jewish,Religion or Belief
385571,Anti-Lesbian (Female),Sexual Orientation
385572,Anti-Jewish,Religion or Belief
385573,Anti-Jewish,Religion or Belief
385574,Anti-Black or African American,Racial or Ethnicity
385575,Anti-Hispanic or Latino,Racial or Ethnicity
385576,Anti-Catholic,Religion or Belief
385577,Anti-Jewish,Religion or Belief
385578,Anti-Jewish,Religion or Belief
385579,Anti-Black or African American,Racial or Ethnicity
385580,Anti-Arab,Racial or Ethnicity
385581,Anti-Islamic (Muslim),Religion or Belief
385582,Anti-White,Racial or Ethnicity
385583,Anti-Black or African American,Racial or Ethnicity
385584,Anti-Islamic (Muslim),Religion or Belief
385585,Anti-Hispanic or Latino,Racial or Ethnicity
385586,Anti-Jewish,Religion or Belief
385587,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385588,Anti-Jewish,Religion or Belief
385589,Anti-Jewish,Religion or Belief
385590,Anti-Black or African American,Racial or Ethnicity
385591,Anti-Jewish,Religion or Belief
385592,Anti-Jewish,Religion or Belief
385593,Anti-Black or African American,Racial or Ethnicity
385594,Anti-Jewish,Religion or Belief
385595,Anti-Black or African American,Racial or Ethnicity
385750,Anti-Jewish,Religion or Belief
385751,Anti-Jewish,Religion or Belief
385752,Anti-Jewish,Religion or Belief
385753,Anti-Jewish,Religion or Belief
385754,Anti-Jewish,Religion or Belief
385755,Anti-Black or African American,Racial or Ethnicity
385756,Anti-Jewish,Religion or Belief
385757,Anti-Hispanic or Latino,Racial or Ethnicity
385758,Anti-Jewish,Religion or Belief
385759,Anti-Jewish,Religion or Belief
385760,Anti-Jewish,Religion or Belief
385761,Anti-Jewish,Religion or Belief
385762,Anti-Jewish,Religion or Belief
385763,Anti-Jewish,Religion or Belief
385764,Anti-Jewish,Religion or Belief
385765,Anti-Black or African American,Racial or Ethnicity
385766,Anti-Islamic (Muslim),Religion or Belief
385767,Anti-Jewish,Religion or Belief
385768,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385769,Anti-Jewish,Religion or Belief
385770,Anti-Jewish,Religion or Belief
385771,Anti-Jewish,Religion or Belief
385772,Anti-Gay (Male),Sexual Orientation
385773,Anti-Jewish,Religion or Belief
385774,Anti-Jewish,Religion or Belief
385775,Anti-Gay (Male),Sexual Orientation
385776,Anti-Black or African American,Racial or Ethnicity
385777,Anti-Jewish,Religion or Belief
385778,Anti-Jewish,Religion or Belief
385779,Anti-Jewish,Religion or Belief
385780,Anti-Black or African American,Racial or Ethnicity
385781,Anti-Black or African American,Racial or Ethnicity
385782,Anti-Black or African American,Racial or Ethnicity
385783,Anti-Jewish,Religion or Belief
385784,Anti-Mormon,Religion or Belief
385785,Anti-Jewish,Religion or Belief
385786,Anti-Gay (Male),Sexual Orientation
385787,Anti-Hispanic or Latino,Racial or Ethnicity
385788,Anti-Jewish,Religion or Belief
385789,Anti-Jewish,Religion or Belief
385790,Anti-Jewish,Religion or Belief
385791,Anti-Jewish,Religion or Belief
385792,Anti-Jewish,Religion or Belief
385793,Anti-Gay (Male),Sexual Orientation
385794,Anti-Jewish,Religion or Belief
385795,Anti-Transgender,Gender Identity
385796,Anti-Asian,Racial or Ethnicity
385797,Anti-Gay (Male),Sexual Orientation
385798,Anti-Gay (Male),Sexual Orientation
385799,Anti-Gay (Male),Sexual Orientation
385800,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385801,Anti-Black or African American,Racial or Ethnicity
385802,Anti-Black or African American,Racial or Ethnicity
385803,Anti-Jewish,Religion or Belief
385804,Anti-Gay (Male),Sexual Orientation
385805,Anti-White,Racial or Ethnicity
385806,Anti-Jewish,Religion or Belief
385807,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385808,Anti-Islamic (Muslim),Religion or Belief
385809,Anti-White,Racial or Ethnicity
385810,Anti-Jewish,Religion or Belief
385811,Anti-Jewish,Religion or Belief
385812,Anti-Jewish,Religion or Belief
385813,Anti-Islamic (Muslim),Religion or Belief
385814,Anti-Jewish,Religion or Belief
385815,Anti-Lesbian (Female),Sexual Orientation
385816,Anti-Jewish,Religion or Belief
385817,Anti-Gay (Male),Sexual Orientation
385818,Anti-Jewish,Religion or Belief
385819,Anti-Jewish,Religion or Belief
385820,Anti-Black or African American,Racial or Ethnicity
385821,Anti-Other Religion,Religion or Belief
385822,Anti-Jewish,Religion or Belief
385823,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385824,Anti-White,Racial or Ethnicity
385825,Anti-Jewish,Religion or Belief
385826,Anti-Asian,Racial or Ethnicity
385827,Anti-Gay (Male),Sexual Orientation
385828,Anti-Jewish,Religion or Belief
385829,Anti-Gay (Male),Sexual Orientation
385830,Anti-Jewish,Religion or Belief
385831,Anti-Islamic (Muslim),Religion or Belief
385832,Anti-Gay (Male),Sexual Orientation
385833,Anti-Jewish,Religion or Belief
385834,Anti-Jewish,Religion or Belief
385835,Anti-Catholic,Religion or Belief
385836,Anti-White,Racial or Ethnicity
385837,Anti-Jewish,Religion or Belief
385838,Anti-Jewish,Religion or Belief
385839,Anti-Jewish,Religion or Belief
385840,Anti-Other Christian,Religion or Belief
385841,Anti-Black or African American,Racial or Ethnicity
385842,Anti-White,Racial or Ethnicity
385843,Anti-Jewish,Religion or Belief
385844,Anti-Jewish,Religion or Belief
385845,Anti-Gay (Male),Sexual Orientation
385846,Anti-Jewish,Religion or Belief
385847,Anti-Islamic (Muslim),Religion or Belief
385848,Anti-Asian,Racial or Ethnicity
385849,Anti-Gay (Male),Sexual Orientation
385850,Anti-Jewish,Religion or Belief
385851,Anti-Jewish,Religion or Belief
385852,Anti-Jewish,Religion or Belief
385853,Anti-Gay (Male),Sexual Orientation
385854,Anti-White,Racial or Ethnicity
385855,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385856,Anti-Jewish,Religion or Belief
385857,Anti-Jewish,Religion or Belief
385858,Anti-White,Racial or Ethnicity
385859,Anti-Jewish,Religion or Belief
385860,Anti-Jewish,Religion or Belief
385861,Anti-Jewish,Religion or Belief
385862,Anti-White,Racial or Ethnicity
385863,Anti-Jewish,Religion or Belief
385864,Anti-Gay (Male),Sexual Orientation
385865,Anti-Jewish,Religion or Belief
385866,Anti-Jewish,Religion or Belief
385867,Anti-Jewish,Religion or Belief
385868,Anti-Black or African American,Racial or Ethnicity
385869,Anti-Jewish,Religion or Belief
385870,Anti-White,Racial or Ethnicity
385871,Anti-Jewish,Religion or Belief
385872,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385873,Anti-Jewish,Religion or Belief
385874,Anti-Jewish,Religion or Belief
385875,Anti-Gay (Male),Sexual Orientation
385876,Anti-Jewish,Religion or Belief
385877,Anti-Jewish,Religion or Belief
385878,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385879,Anti-Jewish,Religion or Belief
385880,Anti-Jewish,Religion or Belief
385881,Anti-Gay (Male),Sexual Orientation
385882,Anti-Hispanic or Latino,Racial or Ethnicity
385883,Anti-White,Racial or Ethnicity
385884,Anti-Black or African American,Racial or Ethnicity
385885,Anti-Black or African American,Racial or Ethnicity
385886,Anti-Jewish,Religion or Belief
385887,Anti-Jewish,Religion or Belief
385888,Anti-White,Racial or Ethnicity
385889,Anti-Jewish,Religion or Belief
385890,Anti-Jewish,Religion or Belief
385891,Anti-Jewish,Religion or Belief
385892,Anti-Hispanic or Latino,Racial or Ethnicity
385893,Anti-Jewish,Religion or Belief
385894,Anti-Jewish,Religion or Belief
385895,Anti-Jewish,Religion or Belief
385896,Anti-Gay (Male),Sexual Orientation
385897,Anti-Jewish,Religion or Belief
385898,Anti-Transgender,Gender Identity
385899,Anti-Asian,Racial or Ethnicity
385900,Anti-Jewish,Religion or Belief
385901,Anti-Jewish,Religion or Belief
385902,Anti-Jewish,Religion or Belief
385903,Anti-Jewish,Religion or Belief
385904,Anti-Jewish,Religion or Belief
385905,Anti-Jewish,Religion or Belief
385906,Anti-Gay (Male),Sexual Orientation
385907,Anti-Islamic (Muslim),Religion or Belief
385908,Anti-Jewish,Religion or Belief
385909,Anti-Jewish,Religion or Belief
385910,Anti-Jewish,Religion or Belief
385911,Anti-Jewish,Religion or Belief
385912,Anti-Jewish,Religion or Belief
385913,Anti-Jewish,Religion or Belief
385914,Anti-Jewish,Religion or Belief
385915,Anti-Jewish,Religion or Belief
385916,Anti-Black or African American,Racial or Ethnicity
385917,Anti-Jewish,Religion or Belief
385918,Anti-Black or African American,Racial or Ethnicity
385919,Anti-Jewish,Religion or Belief
385920,Anti-Jewish,Religion or Belief
385921,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
385922,Anti-Jewish,Religion or Belief
385923,Anti-White,Racial or Ethnicity
385924,Anti-Jewish,Religion or Belief
385925,Anti-Jewish,Religion or Belief
385926,Anti-White,Racial or Ethnicity
291088,Anti-Jewish,Religion or Belief
291089,Anti-Hispanic or Latino,Racial or Ethnicity
291090,Anti-Jewish,Religion or Belief
291091,Anti-Gay (Male),Sexual Orientation
291092,"Anti-Multiple Races, Group",Racial or Ethnicity
291093,Anti-Black or African American,Racial or Ethnicity
291094,Anti-Jewish,Religion or Belief
291095,Anti-Black or African American,Racial or Ethnicity
291096,Anti-Black or African American,Racial or Ethnicity
291097,Anti-Jewish,Religion or Belief
291098,Anti-Jewish,Religion or Belief
291099,Anti-Hispanic or Latino,Racial or Ethnicity
291100,Anti-Jewish,Religion or Belief
291101,Anti-Black or African American,Racial or Ethnicity
291102,Anti-Black or African American,Racial or Ethnicity
291103,Anti-Jewish,Religion or Belief
291104,Anti-Jewish,Religion or Belief
385741,Anti-Jewish,Religion or Belief
385742,Anti-Jewish,Religion or Belief
385743,Anti-Jewish,Religion or Belief
385744,Anti-Jewish,Religion or Belief
385745,Anti-Black or African American,Racial or Ethnicity
385746,Anti-Jewish,Religion or Belief
385747,Anti-Jewish,Religion or Belief
385748,Anti-Jewish,Religion or Belief
385749,Anti-Jewish,Religion or Belief
291105,Anti-Black or African American,Racial or Ethnicity
291173,Anti-Gay (Male),Sexual Orientation
291266,Anti-Black or African American,Racial or Ethnicity
385927,Anti-Female,Gender
291267,Anti-Gay (Male),Sexual Orientation
291268,Anti-Hispanic or Latino,Racial or Ethnicity
291269,Anti-Gay (Male),Sexual Orientation
385596,Anti-Jewish,Religion or Belief
291270,Anti-White,Racial or Ethnicity
291271,Anti-Jewish,Religion or Belief
291272,Anti-White,Racial or Ethnicity
291273,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
291274,Anti-Black or African American,Racial or Ethnicity
291275,Anti-Jewish,Religion or Belief
291276,Anti-Physical Disability,Disability
291277,Anti-Lesbian (Female),Sexual Orientation
291278,Anti-Asian,Racial or Ethnicity
291279,Anti-Gay (Male),Sexual Orientation
291280,Anti-Hispanic or Latino,Racial or Ethnicity
291281,Anti-Catholic,Religion or Belief
291282,Anti-Catholic,Religion or Belief
291283,Anti-Islamic (Muslim),Religion or Belief
385928,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
385929,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
385930,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
385931,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
385932,Anti-Other Christian,Religion or Belief
385933,Anti-Jewish,Religion or Belief
385934,Anti-White,Racial or Ethnicity
385935,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
385936,Anti-Gay (Male),Sexual Orientation
291284,Anti-Jewish,Religion or Belief
385937,Anti-Jewish,Religion or Belief
291285,Anti-Jewish,Religion or Belief
385938,Anti-Black or African American,Racial or Ethnicity
291286,Anti-Gender Non-Conforming,Gender Identity
385597,Anti-Gay (Male),Sexual Orientation
291287,Anti-Black or African American,Racial or Ethnicity
291288,Anti-Islamic (Muslim),Religion or Belief
291289,Anti-Black or African American,Racial or Ethnicity
385939,Anti-White,Racial or Ethnicity
291290,Anti-White,Racial or Ethnicity
291291,Anti-Black or African American,Racial or Ethnicity
291292,Anti-Jewish,Religion or Belief
291293,Anti-Jewish,Religion or Belief
385598,Anti-Jewish,Religion or Belief
385599,Anti-Jewish,Religion or Belief
385600,Anti-Jewish,Religion or Belief
385940,Anti-Jewish,Religion or Belief
291294,Anti-Gay (Male),Sexual Orientation
291295,Anti-Jewish,Religion or Belief
385941,Anti-Jewish,Religion or Belief
385601,Anti-Jewish,Religion or Belief
385942,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
291296,Anti-Black or African American,Racial or Ethnicity
291297,Anti-Black or African American,Racial or Ethnicity
385943,Anti-Asian,Racial or Ethnicity
385602,Anti-Other Religion,Religion or Belief
385944,Anti-Jewish,Religion or Belief
385945,Anti-Black or African American,Racial or Ethnicity
385946,Anti-Black or African American,Racial or Ethnicity
386003,Anti-Black or African American,Racial or Ethnicity
291298,Anti-Jewish,Religion or Belief
385947,Anti-Jewish,Religion or Belief
385948,Anti-Black or African American,Racial or Ethnicity
291299,Anti-Black or African American,Racial or Ethnicity
291300,Anti-Gay (Male),Sexual Orientation
386004,Anti-Gay (Male),Sexual Orientation
291301,Anti-Jewish,Religion or Belief
291302,Anti-Other Religion,Religion or Belief
385949,Anti-Black or African American,Racial or Ethnicity
385950,Anti-Jewish,Religion or Belief
291303,Anti-Gay (Male),Sexual Orientation
385951,Anti-Hispanic or Latino,Racial or Ethnicity
385952,Anti-Jewish,Religion or Belief
291304,Anti-Jewish,Religion or Belief
291305,Anti-Black or African American,Racial or Ethnicity
385953,Anti-Black or African American,Racial or Ethnicity
385954,Anti-Black or African American,Racial or Ethnicity
291306,"Anti-Multiple Religions, Group",Religion or Belief
291308,"Anti-Multiple Religions, Group",Religion or Belief
291307,Anti-Gender Non-Conforming,Gender Identity
385955,Anti-Black or African American,Racial or Ethnicity
385956,Anti-Black or African American,Racial or Ethnicity
385957,Anti-Black or African American,Racial or Ethnicity
291309,Anti-Jewish,Religion or Belief
291310,Anti-Jewish,Religion or Belief
416603,Anti-Gay (Male),Sexual Orientation
416606,Anti-Gay (Male),Sexual Orientation
367402,Anti-Heterosexual,Gender Identity
368218,Anti-Mental Disability,Disability
453774,Anti-Mental Disability,Disability
565659,Anti-Heterosexual,Gender Identity
565608,Anti-Hispanic or Latino,Racial or Ethnicity
565622,Anti-White,Racial or Ethnicity
565662,Anti-Black or African American,Racial or Ethnicity
589597,Anti-Physical Disability,Disability
589631,Anti-Black or African American,Racial or Ethnicity
478993,Anti-Mental Disability,Disability
479001,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589607,Anti-Black or African American,Racial or Ethnicity
589609,Anti-Hispanic or Latino,Racial or Ethnicity
589610,Anti-Hispanic or Latino,Racial or Ethnicity
589621,Anti-Other Religion,Religion or Belief
589627,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589630,Anti-White,Racial or Ethnicity
589656,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
565621,Anti-Mental Disability,Disability
453828,Anti-White,Racial or Ethnicity
369085,Anti-Islamic (Muslim),Religion or Belief
565630,Anti-Black or African American,Racial or Ethnicity
565634,Anti-Mental Disability,Disability
565661,Anti-Black or African American,Racial or Ethnicity
357495,Anti-Black or African American,Racial or Ethnicity
589633,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
471101,Anti-Black or African American,Racial or Ethnicity
490266,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589601,Anti-American Indian or Alaska Native,Racial or Ethnicity
589618,Anti-American Indian or Alaska Native,Racial or Ethnicity
589658,Anti-American Indian or Alaska Native,Racial or Ethnicity
453840,Anti-White,Racial or Ethnicity
377654,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
357530,Anti-Mental Disability,Disability
357526,Anti-Black or African American,Racial or Ethnicity
471071,Anti-Black or African American,Racial or Ethnicity
357528,Anti-White,Racial or Ethnicity
490286,Anti-Black or African American,Racial or Ethnicity
357536,Anti-Black or African American,Racial or Ethnicity
366481,Anti-Gender Non-Conforming,Gender Identity
293543,Anti-Islamic (Muslim),Religion or Belief
490314,Anti-Mental Disability,Disability
589659,Anti-Black or African American,Racial or Ethnicity
589719,Anti-Gay (Male),Sexual Orientation
377675,Anti-Black or African American,Racial or Ethnicity
565616,Anti-White,Racial or Ethnicity
589714,Anti-Asian,Racial or Ethnicity
589720,Anti-Black or African American,Racial or Ethnicity
478999,Anti-Black or African American,Racial or Ethnicity
589671,Anti-Black or African American,Racial or Ethnicity
534825,Anti-White,Racial or Ethnicity
357558,Anti-Sikh,Religion or Belief
357601,Anti-Female,Gender
357615,Anti-Sikh,Religion or Belief
357620,Anti-Sikh,Religion or Belief
365898,Anti-Black or African American,Racial or Ethnicity
367043,"Anti-Multiple Races, Group",Racial or Ethnicity
453867,Anti-Physical Disability,Disability
453868,Anti-Mental Disability,Disability
534772,Anti-Mental Disability,Disability
357612,Anti-Black or African American,Racial or Ethnicity
388060,Anti-Islamic (Muslim),Religion or Belief
565605,Anti-Black or African American,Racial or Ethnicity
453879,Anti-White,Racial or Ethnicity
589692,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
463767,Anti-American Indian or Alaska Native,Racial or Ethnicity
589701,Anti-American Indian or Alaska Native,Racial or Ethnicity
589696,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
565650,Anti-Black or African American,Racial or Ethnicity
565641,Anti-White,Racial or Ethnicity
471077,Anti-Black or African American,Racial or Ethnicity
463759,Anti-American Indian or Alaska Native,Racial or Ethnicity
589707,Anti-American Indian or Alaska Native,Racial or Ethnicity
589712,Anti-American Indian or Alaska Native,Racial or Ethnicity
565657,Anti-Black or African American,Racial or Ethnicity
357643,Anti-Other Religion,Religion or Belief
453889,Anti-Lesbian (Female),Sexual Orientation
478995,Anti-Black or African American,Racial or Ethnicity
589676,Anti-Gay (Male),Sexual Orientation
534776,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
534835,Anti-Asian,Racial or Ethnicity
453893,Anti-Transgender,Gender Identity
490371,Anti-Jewish,Religion or Belief
382111,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
405335,Anti-White,Racial or Ethnicity
382265,Anti-Gender Non-Conforming,Gender Identity
589698,Anti-White,Racial or Ethnicity
589667,Anti-Lesbian (Female),Sexual Orientation
471170,Anti-Gay (Male),Sexual Orientation
508392,Anti-White,Racial or Ethnicity
589743,Anti-Gay (Male),Sexual Orientation
589748,Anti-Black or African American,Racial or Ethnicity
589762,Anti-Black or African American,Racial or Ethnicity
589782,Anti-Black or African American,Racial or Ethnicity
589789,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589801,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
388033,Anti-Lesbian (Female),Sexual Orientation
405210,Anti-Black or African American,Racial or Ethnicity
479334,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
479366,Anti-Gay (Male),Sexual Orientation
534785,Anti-Black or African American,Racial or Ethnicity
357704,Anti-White,Racial or Ethnicity
387992,Anti-Other Religion,Religion or Belief
463911,Anti-Black or African American,Racial or Ethnicity
453952,Anti-White,Racial or Ethnicity
377702,Anti-Islamic (Muslim),Religion or Belief
534814,Anti-Gay (Male),Sexual Orientation
534922,Anti-Lesbian (Female),Sexual Orientation
534928,Anti-American Indian or Alaska Native,Racial or Ethnicity
463920,Anti-Black or African American,Racial or Ethnicity
463931,Anti-White,Racial or Ethnicity
463932,Anti-Islamic (Muslim),Religion or Belief
534777,Anti-White,Racial or Ethnicity
565762,Anti-Black or African American,Racial or Ethnicity
463962,Anti-Black or African American,Racial or Ethnicity
463967,Anti-Mental Disability,Disability
534791,Anti-Gay (Male),Sexual Orientation
534813,Anti-Lesbian (Female),Sexual Orientation
534842,Anti-American Indian or Alaska Native,Racial or Ethnicity
534918,Anti-American Indian or Alaska Native,Racial or Ethnicity
534980,Anti-American Indian or Alaska Native,Racial or Ethnicity
589730,Anti-Hispanic or Latino,Racial or Ethnicity
589732,Anti-Jewish,Religion or Belief
589751,Anti-Gay (Male),Sexual Orientation
589757,Anti-Gay (Male),Sexual Orientation
589787,Anti-White,Racial or Ethnicity
357727,Anti-Protestant,Religion or Belief
368429,Anti-Mental Disability,Disability
589761,Anti-White,Racial or Ethnicity
454021,Anti-Asian,Racial or Ethnicity
565701,Anti-White,Racial or Ethnicity
589744,Anti-White,Racial or Ethnicity
589763,Anti-Mental Disability,Disability
589767,Anti-Mental Disability,Disability
589770,Anti-Gay (Male),Sexual Orientation
589778,Anti-Lesbian (Female),Sexual Orientation
589802,Anti-Gay (Male),Sexual Orientation
377704,Anti-Black or African American,Racial or Ethnicity
377716,Anti-White,Racial or Ethnicity
471148,Anti-Other Religion,Religion or Belief
454006,Anti-Black or African American,Racial or Ethnicity
405279,Anti-Bisexual,Sexual Orientation
479349,Anti-Black or African American,Racial or Ethnicity
479364,Anti-Gay (Male),Sexual Orientation
479371,Anti-Black or African American,Racial or Ethnicity
479406,Anti-Black or African American,Racial or Ethnicity
388069,Anti-Mental Disability,Disability
368162,Anti-Black or African American,Racial or Ethnicity
589724,Anti-Sikh,Religion or Belief
589754,Anti-White,Racial or Ethnicity
589758,Anti-Sikh,Religion or Belief
589760,Anti-Black or African American,Racial or Ethnicity
589774,Anti-White,Racial or Ethnicity
589793,Anti-White,Racial or Ethnicity
479344,Anti-Native Hawaiian or Other Pacific Islander,Racial or Ethnicity
479370,Anti-Native Hawaiian or Other Pacific Islander,Racial or Ethnicity
479412,Anti-Native Hawaiian or Other Pacific Islander,Racial or Ethnicity
382148,Anti-Catholic,Religion or Belief
382165,Anti-Heterosexual,Gender Identity
382276,Anti-Heterosexual,Gender Identity
565705,Anti-Protestant,Religion or Belief
490336,Anti-American Indian or Alaska Native,Racial or Ethnicity
490337,Anti-Black or African American,Racial or Ethnicity
490339,Anti-White,Racial or Ethnicity
463919,Anti-White,Racial or Ethnicity
463940,Anti-White,Racial or Ethnicity
388021,Anti-Black or African American,Racial or Ethnicity
388037,Anti-Physical Disability,Disability
388057,Anti-Other Religion,Religion or Belief
589784,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589795,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
508445,Anti-Black or African American,Racial or Ethnicity
565758,Anti-Heterosexual,Gender Identity
479330,Anti-Black or African American,Racial or Ethnicity
479342,Anti-Protestant,Religion or Belief
565770,Anti-Black or African American,Racial or Ethnicity
589771,Anti-Black or African American,Racial or Ethnicity
589750,Anti-Bisexual,Sexual Orientation
589752,Anti-Mental Disability,Disability
589753,Anti-White,Racial or Ethnicity
589765,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589766,Anti-Black or African American,Racial or Ethnicity
589780,Anti-Hispanic or Latino,Racial or Ethnicity
589781,Anti-Lesbian (Female),Sexual Orientation
589790,Anti-Black or African American,Racial or Ethnicity
357919,Anti-Mental Disability,Disability
369892,Anti-Black or African American,Racial or Ethnicity
375321,Anti-Mental Disability,Disability
357970,Anti-Black or African American,Racial or Ethnicity
589791,Anti-Black or African American,Racial or Ethnicity
357957,Anti-Black or African American,Racial or Ethnicity
454183,Anti-White,Racial or Ethnicity
454211,Anti-Mental Disability,Disability
357972,Anti-Hispanic or Latino,Racial or Ethnicity
357933,Anti-Black or African American,Racial or Ethnicity
357938,Anti-White,Racial or Ethnicity
377737,Anti-Black or African American,Racial or Ethnicity
357968,Anti-Black or African American,Racial or Ethnicity
357969,Anti-Black or African American,Racial or Ethnicity
589729,Anti-Jewish,Religion or Belief
589734,Anti-Black or African American,Racial or Ethnicity
357949,Anti-White,Racial or Ethnicity
357965,Anti-White,Racial or Ethnicity
357967,Anti-Black or African American,Racial or Ethnicity
357978,Anti-White,Racial or Ethnicity
565711,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
357920,Anti-White,Racial or Ethnicity
357928,Anti-Islamic (Muslim),Religion or Belief
357958,Anti-Hispanic or Latino,Racial or Ethnicity
357944,Anti-Black or African American,Racial or Ethnicity
454257,Anti-Black or African American,Racial or Ethnicity
565698,Anti-Protestant,Religion or Belief
565736,Anti-Jewish,Religion or Belief
377770,Anti-Mental Disability,Disability
565679,Anti-Gay (Male),Sexual Orientation
589797,Anti-White,Racial or Ethnicity
565803,Anti-Sikh,Religion or Belief
368953,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
369182,Anti-Mental Disability,Disability
369943,Anti-Mental Disability,Disability
589727,Anti-Black or African American,Racial or Ethnicity
589735,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
589739,Anti-Jewish,Religion or Belief
589804,"Anti-Multiple Races, Group",Racial or Ethnicity
589805,Anti-Black or African American,Racial or Ethnicity
589835,Anti-White,Racial or Ethnicity
589873,Anti-American Indian or Alaska Native,Racial or Ethnicity
589878,"Anti-Multiple Religions, Group",Religion or Belief
589893,Anti-White,Racial or Ethnicity
589898,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589899,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589910,Anti-White,Racial or Ethnicity
589917,Anti-American Indian or Alaska Native,Racial or Ethnicity
589919,Anti-Black or African American,Racial or Ethnicity
589922,Anti-White,Racial or Ethnicity
589923,Anti-Gay (Male),Sexual Orientation
589935,Anti-American Indian or Alaska Native,Racial or Ethnicity
589962,Anti-American Indian or Alaska Native,Racial or Ethnicity
589966,Anti-White,Racial or Ethnicity
589973,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
